instant,date,year,season,month,weekday,holiday,workday,weathersit,temp,atemp,humidity,windspeed,casual,registered,cnt
290,2011/10/17,2011,4,10,1,0,1,1,21.9,25.54,57.96,6.49,713,3857,4570
291,2011/10/18,2011,4,10,2,0,1,2,21.83,26.14,70.17,4.07,637,4111,4748
292,2011/10/19,2011,4,10,3,0,1,3,22.21,25.69,89.52,9,254,2170,2424
293,2011/10/20,2011,4,10,4,0,1,1,19.51,23.33,63.63,15.62,471,3724,4195
294,2011/10/21,2011,4,10,5,0,1,1,17.53,21.18,57.42,8.19,676,3628,4304
295,2011/10/22,2011,4,10,6,0,0,1,17.32,21.27,62.92,3.43,1499,2809,4308
296,2011/10/23,2011,4,10,0,0,0,1,17.29,21.12,74.13,3.68,1619,2762,4381
297,2011/10/24,2011,4,10,1,0,1,1,19,22.85,77.21,4.4,699,3488,4187
298,2011/10/25,2011,4,10,2,0,1,1,19.34,23.17,62.29,6.17,695,3992,4687
299,2011/10/26,2011,4,10,3,0,1,2,19.85,23.64,72.04,5.5,404,3490,3894
300,2011/10/27,2011,4,10,4,0,1,2,19.27,22.85,81.29,7.32,240,2419,2659
301,2011/10/28,2011,4,10,5,0,1,2,13.56,15.94,58.58,8.49,456,3291,3747
302,2011/10/29,2011,4,10,6,0,0,3,10.42,11.4,88.25,13,57,570,627
303,2011/10/30,2011,4,10,0,0,0,1,13.09,16.07,62.38,6.53,885,2446,3331
304,2011/10/31,2011,4,10,1,0,1,1,13.94,17.8,70.33,3.93,362,3307,3669
305,2011/11/1,2011,4,11,2,0,1,1,16.43,19.85,68.38,5.02,410,3658,4068
306,2011/11/2,2011,4,11,3,0,1,1,15.48,19.51,71.88,3.04,370,3816,4186
307,2011/11/3,2011,4,11,4,0,1,1,16.74,20.3,70.21,5.06,318,3656,3974
308,2011/11/4,2011,4,11,5,0,1,2,16.54,20.17,62.25,10.06,470,3576,4046
309,2011/11/5,2011,4,11,6,0,0,1,13.39,16.19,51.92,7,1156,2770,3926
310,2011/11/6,2011,4,11,0,0,0,1,14.28,18.12,73.46,3.41,952,2697,3649
311,2011/11/7,2011,4,11,1,0,1,1,16.2,20.04,75.88,2.12,373,3662,4035
312,2011/11/8,2011,4,11,2,0,1,1,16.74,20.61,72.17,2.55,376,3829,4205
313,2011/11/9,2011,4,11,3,0,1,1,16.4,20.45,75.83,2.3,305,3804,4109
314,2011/11/10,2011,4,11,4,0,1,2,15.58,18.69,81.33,7,190,2743,2933
315,2011/11/11,2011,4,11,5,1,0,1,13.29,15.34,44.63,11.64,440,2928,3368
316,2011/11/12,2011,4,11,6,0,0,1,14.62,17.9,55.29,7.85,1275,2792,4067
317,2011/11/13,2011,4,11,0,0,0,1,18.07,21.53,45.83,10.42,1004,2713,3717
318,2011/11/14,2011,4,11,1,0,1,1,21.73,26.23,58.71,11.34,595,3891,4486
319,2011/11/15,2011,4,11,2,0,1,2,21.73,25.38,68.88,7.39,449,3746,4195
320,2011/11/16,2011,4,11,3,0,1,3,18.72,22.6,93,5.06,145,1672,1817
321,2011/11/17,2011,4,11,4,0,1,2,14.01,16.16,57.58,11.3,139,2914,3053
322,2011/11/18,2011,4,11,5,0,1,1,11.24,13.64,41,6.24,245,3147,3392
323,2011/11/19,2011,4,11,6,0,0,1,13.5,16.22,50.21,8.31,943,2720,3663
324,2011/11/20,2011,4,11,0,0,0,2,19,22.85,68.46,6.88,787,2733,3520
325,2011/11/21,2011,4,11,1,0,1,3,18.35,22.25,91,5.11,220,2545,2765
326,2011/11/22,2011,4,11,2,0,1,3,17.08,21.08,96.25,4.4,69,1538,1607
327,2011/11/23,2011,4,11,3,0,1,2,18.07,21.53,75.79,12.43,112,2454,2566
328,2011/11/24,2011,4,11,4,1,0,1,15.31,18.62,54.92,6.19,560,935,1495
329,2011/11/25,2011,4,11,5,0,1,1,15.38,19.03,64.38,3.66,1095,1697,2792
330,2011/11/26,2011,4,11,6,0,0,1,15.41,19.25,68.17,2.53,1249,1819,3068
331,2011/11/27,2011,4,11,0,0,0,1,18.83,22.79,69.83,7.73,810,2261,3071
332,2011/11/28,2011,4,11,1,0,1,1,20.64,24.51,74.3,5.26,253,3614,3867
333,2011/11/29,2011,4,11,2,0,1,2,18.79,22.57,83.08,9.55,96,2818,2914
334,2011/11/30,2011,4,11,3,0,1,1,13.33,15.56,61.33,10.03,188,3425,3613
335,2011/12/1,2011,4,12,4,0,1,1,12.81,15.28,52.46,8.15,182,3545,3727
336,2011/12/2,2011,4,12,5,0,1,1,12.88,16.57,62.58,3.73,268,3672,3940
337,2011/12/3,2011,4,12,6,0,0,1,12.27,15.53,61.29,3.54,706,2908,3614
338,2011/12/4,2011,4,12,0,0,0,1,13.56,17.46,77.58,3.11,634,2851,3485
339,2011/12/5,2011,4,12,1,0,1,2,15.82,19.7,82.71,2.3,233,3578,3811
340,2011/12/6,2011,4,12,2,0,1,3,18.96,22.82,94.96,8.61,126,2468,2594
341,2011/12/7,2011,4,12,3,0,1,3,16.81,20.01,97.04,9.85,50,655,705
342,2011/12/8,2011,4,12,4,0,1,1,10.9,12.85,58,8.88,150,3172,3322
343,2011/12/9,2011,4,12,5,0,1,1,11.92,15.88,69.58,3.06,261,3359,3620
344,2011/12/10,2011,4,12,6,0,0,1,11.28,13.32,50.75,8.63,502,2688,3190
345,2011/12/11,2011,4,12,0,0,0,1,9.05,12.66,49,2.46,377,2366,2743
346,2011/12/12,2011,4,12,1,0,1,1,9.77,13.51,67.08,2.35,143,3167,3310
347,2011/12/13,2011,4,12,2,0,1,1,11.58,15.06,59,5.2,155,3368,3523
348,2011/12/14,2011,4,12,3,0,1,2,13.02,16.92,66.38,2.26,178,3562,3740
349,2011/12/15,2011,4,12,4,0,1,2,17.32,20.61,63.42,9.92,181,3528,3709
350,2011/12/16,2011,4,12,5,0,1,2,15.38,17.99,50.04,9.64,178,3399,3577
351,2011/12/17,2011,4,12,6,0,0,2,10.59,12.47,56.08,9,275,2464,2739
352,2011/12/18,2011,4,12,0,0,0,1,9.77,12.28,58.63,6.28,220,2211,2431
353,2011/12/19,2011,4,12,1,0,1,1,11.34,14.05,63.75,6.4,260,3143,3403
354,2011/12/20,2011,4,12,2,0,1,2,15.82,19.82,59.54,2.28,216,3534,3750
355,2011/12/21,2011,1,12,3,0,1,2,17.56,21.4,85.83,8.19,107,2553,2660
356,2011/12/22,2011,1,12,4,0,1,2,17.36,21.31,75.75,1.75,227,2841,3068
357,2011/12/23,2011,1,12,5,0,1,1,15.31,18.88,68.63,10.15,163,2046,2209
358,2011/12/24,2011,1,12,6,0,0,1,12.4,14.96,54.25,7.04,155,856,1011
359,2011/12/25,2011,1,12,0,0,0,1,11.27,14,68.13,5.74,303,451,754
360,2011/12/26,2011,1,12,1,1,0,1,13.19,15.78,50.7,8.86,430,887,1317
361,2011/12/27,2011,1,12,2,0,1,2,13.33,16.38,76.25,6.97,103,1059,1162
362,2011/12/28,2011,1,12,3,0,1,1,12.26,14,50.39,10.88,255,2047,2302
363,2011/12/29,2011,1,12,4,0,1,1,10.18,13.19,57.42,4.42,254,2169,2423
364,2011/12/30,2011,1,12,5,0,1,1,12.78,15.94,63.67,4.97,491,2508,2999
365,2011/12/31,2011,1,12,6,0,0,1,16.81,20.71,61.58,8.15,665,1820,2485
366,2012/1/1,2012,1,1,0,0,0,1,15.17,18.78,69.25,7.11,686,1608,2294
367,2012/1/2,2012,1,1,1,1,0,1,11.19,12.62,38.13,12.2,244,1707,1951
368,2012/1/3,2012,1,1,2,0,1,1,6.15,6.31,44.13,13.53,89,2147,2236
369,2012/1/4,2012,1,1,3,0,1,2,4.41,5.97,41.46,6.83,95,2273,2368
370,2012/1/5,2012,1,1,4,0,1,1,10.9,13.92,52.42,4.81,140,3132,3272
371,2012/1/6,2012,1,1,5,0,1,1,13.7,17.01,54.21,6.21,307,3791,4098
372,2012/1/7,2012,1,1,6,0,0,1,16.13,19.54,53.17,6.47,1070,3451,4521
373,2012/1/8,2012,1,1,0,0,0,1,13.84,17.01,46.5,7.09,599,2826,3425
374,2012/1/9,2012,1,1,1,0,1,2,9.19,12.37,70.17,3.66,106,2270,2376
375,2012/1/10,2012,1,1,2,0,1,1,12.66,15.94,64.65,6.94,173,3425,3598
376,2012/1/11,2012,1,1,3,0,1,2,11.24,14.14,84.75,4.86,92,2085,2177
377,2012/1/12,2012,1,1,4,0,1,2,15.68,19.1,80.29,6.7,269,3828,4097
378,2012/1/13,2012,1,1,5,0,1,1,11.24,12.47,50.75,13.99,174,3040,3214
379,2012/1/14,2012,1,1,6,0,0,1,7.38,9.15,45.75,6.93,333,2160,2493
380,2012/1/15,2012,1,1,0,0,0,1,6.83,8.08,41.92,9.3,284,2027,2311
381,2012/1/16,2012,1,1,1,1,0,1,7.79,9.53,52.25,8.56,217,2081,2298
382,2012/1/17,2012,1,1,2,0,1,2,15.29,18.21,71.61,12.92,127,2808,2935
383,2012/1/18,2012,1,1,3,0,1,1,12.44,13.76,44.33,15.37,109,3267,3376
384,2012/1/19,2012,1,1,4,0,1,1,7.79,9.5,49.75,8.15,130,3162,3292
385,2012/1/20,2012,1,1,5,0,1,2,8.92,11.05,45,7.5,115,3048,3163
386,2012/1/21,2012,1,1,6,0,0,2,7.11,8.74,83.13,8.24,67,1234,1301
387,2012/1/22,2012,1,1,0,0,0,2,6.66,8.11,79.63,7.39,196,1781,1977
388,2012/1/23,2012,1,1,1,0,1,2,8.95,12.15,91.13,4.1,145,2287,2432
389,2012/1/24,2012,1,1,2,0,1,1,14.04,17.46,83.58,4.58,439,3900,4339
390,2012/1/25,2012,1,1,3,0,1,1,12.06,14.74,64.38,5.96,467,3803,4270
391,2012/1/26,2012,1,1,4,0,1,2,14.01,17.8,76.96,2.72,244,3831,4075
392,2012/1/27,2012,1,1,5,0,1,2,17.43,20.77,74.13,12.68,269,3187,3456
393,2012/1/28,2012,1,1,6,0,0,1,12.95,16.32,54.33,7.8,775,3248,4023
394,2012/1/29,2012,1,1,0,0,0,1,11.58,13.64,31.13,8.88,558,2685,3243
395,2012/1/30,2012,1,1,1,0,1,1,11.04,13.13,40.08,7.98,126,3498,3624
396,2012/1/31,2012,1,1,2,0,1,1,15.99,19.07,41.67,9.69,324,4185,4509
397,2012/2/1,2012,1,2,3,0,1,1,19.24,23.33,50.79,7,304,4275,4579
398,2012/2/2,2012,1,2,4,0,1,2,16.37,19.95,67.29,6.93,190,3571,3761
399,2012/2/3,2012,1,2,5,0,1,1,12.85,15.47,52.67,6.6,310,3841,4151
400,2012/2/4,2012,1,2,6,0,0,2,10.83,13.64,77.96,4.51,384,2448,2832
401,2012/2/5,2012,1,2,0,0,0,2,10.9,13.23,68.79,6.51,318,2629,2947
402,2012/2/6,2012,1,2,1,0,1,1,11.59,14.82,62.22,5.69,206,3578,3784
403,2012/2/7,2012,1,2,2,0,1,1,14.52,18.06,49.63,5.45,199,4176,4375
404,2012/2/8,2012,1,2,3,0,1,2,10.52,13.32,72.29,4.95,109,2693,2802
405,2012/2/9,2012,1,2,4,0,1,1,10.87,13.1,56.21,7.18,163,3667,3830
406,2012/2/10,2012,1,2,5,0,1,2,11.51,14.68,54,4.33,227,3604,3831
407,2012/2/11,2012,1,2,6,0,0,3,9.19,10.54,73.13,10.72,192,1977,2169
408,2012/2/12,2012,1,2,0,0,0,1,5.23,5.08,46.46,15.14,73,1456,1529
409,2012/2/13,2012,1,2,1,0,1,1,9.12,11.4,41.13,6.19,94,3328,3422
410,2012/2/14,2012,1,2,2,0,1,2,13.09,16.7,50.88,5.22,135,3787,3922
411,2012/2/15,2012,1,2,3,0,1,1,14.28,17.58,53.13,6.72,141,4028,4169
412,2012/2/16,2012,1,2,4,0,1,2,12.98,16.51,75.29,3.38,74,2931,3005
413,2012/2/17,2012,1,2,5,0,1,1,14.08,17.58,63.46,7.62,349,3805,4154
414,2012/2/18,2012,1,2,6,0,0,1,14.21,17.77,53.46,7.06,1435,2883,4318
415,2012/2/19,2012,1,2,0,0,0,2,11.48,13.29,51.58,9.37,618,2071,2689
416,2012/2/20,2012,1,2,1,1,0,1,11.48,13.67,50.78,8.48,502,2627,3129
417,2012/2/21,2012,1,2,2,0,1,1,11.8,14.76,59.43,7.61,163,3614,3777
418,2012/2/22,2012,1,2,3,0,1,1,16.23,19.63,56.79,8.68,394,4379,4773
419,2012/2/23,2012,1,2,4,0,1,1,18.62,22.22,55.46,7.06,516,4546,5062
420,2012/2/24,2012,1,2,5,0,1,2,16.71,20.55,73.75,8.79,246,3241,3487
421,2012/2/25,2012,1,2,6,0,0,1,11.92,12.78,39.58,15.6,317,2415,2732
422,2012/2/26,2012,1,2,0,0,0,1,11.45,13.42,41,7.59,515,2874,3389
423,2012/2/27,2012,1,2,1,0,1,1,15.03,17.9,49.08,9.92,253,4069,4322
424,2012/2/28,2012,1,2,2,0,1,1,14.73,17.68,39.58,7.16,229,4134,4363
425,2012/2/29,2012,1,2,3,0,1,2,14.12,17.42,80.48,6.63,65,1769,1834
426,2012/3/1,2012,1,3,4,0,1,1,19.92,23.77,61.54,8.4,325,4665,4990
427,2012/3/2,2012,1,3,5,0,1,2,14.49,17.99,65.71,5.36,246,2948,3194
428,2012/3/3,2012,1,3,6,0,0,2,16.98,20.67,62.13,5.96,956,3110,4066
429,2012/3/4,2012,1,3,0,0,0,1,13.36,15.15,40.33,12.38,710,2713,3423
430,2012/3/5,2012,1,3,1,0,1,1,9.98,12.06,50.63,8.47,203,3130,3333
431,2012/3/6,2012,1,3,2,0,1,1,10.59,12.75,45.67,7.43,221,3735,3956
432,2012/3/7,2012,1,3,3,0,1,1,16.57,19.26,51.33,12.79,432,4484,4916
433,2012/3/8,2012,1,3,4,0,1,1,21.63,26.23,56.75,16.34,486,4896,5382
434,2012/3/9,2012,1,3,5,0,1,2,16.84,19.85,40.71,15.35,447,4122,4569
435,2012/3/10,2012,1,3,6,0,0,1,11.79,13.89,35.04,8.35,968,3150,4118
436,2012/3/11,2012,1,3,0,0,0,1,14.83,17.98,47.7,8.24,1658,3253,4911
437,2012/3/12,2012,1,3,1,0,1,1,19.13,22.98,48.92,7.69,838,4460,5298
438,2012/3/13,2012,1,3,2,0,1,1,23.17,27.15,61.75,8.77,762,5085,5847
439,2012/3/14,2012,1,3,3,0,1,1,23.47,27.43,50.71,4.26,997,5315,6312
440,2012/3/15,2012,1,3,4,0,1,1,22.86,26.64,57.96,5.55,1005,5187,6192
441,2012/3/16,2012,1,3,5,0,1,2,17.87,21.81,84.21,4.19,548,3830,4378
442,2012/3/17,2012,1,3,6,0,0,2,21.08,25.25,75.58,4.1,3155,4681,7836
443,2012/3/18,2012,1,3,0,0,0,2,19.37,23.2,81,4.69,2207,3685,5892
444,2012/3/19,2012,1,3,1,0,1,1,22.35,26.64,72.88,6.01,982,5171,6153
445,2012/3/20,2012,1,3,2,0,1,1,22.99,26.93,80.79,4.49,1051,5042,6093
446,2012/3/21,2012,2,3,3,0,1,2,21.8,25.66,82.13,3.31,1122,5108,6230
447,2012/3/22,2012,2,3,4,0,1,1,22.72,26.58,83.13,4.35,1334,5537,6871
448,2012/3/23,2012,2,3,5,0,1,2,24.67,28.5,69.42,4.3,2469,5893,8362
449,2012/3/24,2012,2,3,6,0,0,2,20.6,24.34,88.54,7.13,1033,2339,3372
450,2012/3/25,2012,2,3,0,0,0,2,17.94,21.87,88.08,8.17,1532,3464,4996
451,2012/3/26,2012,2,3,1,0,1,1,18.28,21.94,47.79,14.31,795,4763,5558
452,2012/3/27,2012,2,3,2,0,1,1,13.26,15.78,29,6.93,531,4571,5102
453,2012/3/28,2012,2,3,3,0,1,1,19.85,23.55,48.13,10.79,674,5024,5698
454,2012/3/29,2012,2,3,4,0,1,1,20.26,24.12,43.92,11.83,834,5299,6133
455,2012/3/30,2012,2,3,5,0,1,2,15.17,18.78,58.08,5.11,796,4663,5459
456,2012/3/31,2012,2,3,6,0,0,2,17.39,21.09,73.83,9.27,2301,3934,6235
457,2012/4/1,2012,2,4,0,0,0,2,17.46,20.86,67.63,6.37,2347,3694,6041
458,2012/4/2,2012,2,4,1,0,1,1,17.79,21.38,50.43,11.55,1208,4728,5936
459,2012/4/3,2012,2,4,2,0,1,1,19.13,23.07,39.67,3.7,1348,5424,6772
460,2012/4/4,2012,2,4,3,0,1,1,22.21,26.67,46.96,6.7,1058,5378,6436
461,2012/4/5,2012,2,4,4,0,1,1,17.84,21.56,37.42,8.12,1192,5265,6457
462,2012/4/6,2012,2,4,5,0,1,1,16.54,19.54,37.71,11.11,1807,4653,6460
463,2012/4/7,2012,2,4,6,0,0,1,17.94,21.31,25.42,10.17,3252,3605,6857
464,2012/4/8,2012,2,4,0,0,0,1,20.5,24.62,27.58,8.61,2230,2939,5169
465,2012/4/9,2012,2,4,1,0,1,1,20.06,23.83,31.75,13.25,905,4680,5585
466,2012/4/10,2012,2,4,2,0,1,1,18.31,21.81,43.5,9.23,819,5099,5918
467,2012/4/11,2012,2,4,3,0,1,1,14.3,16.86,46.96,10.93,482,4380,4862
468,2012/4/12,2012,2,4,4,0,1,1,16.3,19.38,46.63,10.75,663,4746,5409
469,2012/4/13,2012,2,4,5,0,1,1,18.14,21.59,40.83,5.75,1252,5146,6398
470,2012/4/14,2012,2,4,6,0,0,1,20.3,24.4,50.29,7.06,2795,4665,7460
471,2012/4/15,2012,2,4,0,0,0,1,24.87,28.69,50.79,8.33,2846,4286,7132
472,2012/4/16,2012,2,4,1,1,0,1,27.23,30.75,56.17,10.54,1198,5172,6370
473,2012/4/17,2012,2,4,2,0,1,1,24.94,29.92,39.04,10.12,989,5702,6691
474,2012/4/18,2012,2,4,3,0,1,2,19,22.85,56.92,6.21,347,4020,4367
475,2012/4/19,2012,2,4,4,0,1,1,20.43,24.65,61.25,2.44,846,5719,6565
476,2012/4/20,2012,2,4,5,0,1,1,21.59,25.79,69.46,5.55,1340,5950,7290
477,2012/4/21,2012,2,4,6,0,0,1,23.37,27.15,68.29,10.49,2541,4083,6624
478,2012/4/22,2012,2,4,0,0,0,3,16.26,19.48,83.54,12.75,120,907,1027
479,2012/4/23,2012,2,4,1,0,1,2,13.19,15.06,76.67,11.23,195,3019,3214
480,2012/4/24,2012,2,4,2,0,1,1,16.95,20.26,45.42,9.23,518,5115,5633
481,2012/4/25,2012,2,4,3,0,1,1,19.54,23.52,42.79,4.4,655,5541,6196
482,2012/4/26,2012,2,4,4,0,1,2,20.43,24.18,75.67,6.54,475,4551,5026
483,2012/4/27,2012,2,4,5,0,1,1,18.76,22.63,40.08,12.86,1014,5219,6233
484,2012/4/28,2012,2,4,6,0,0,2,15.44,18.88,48.96,4.81,1120,3100,4220
485,2012/4/29,2012,2,4,0,0,0,1,18.79,22.51,58.71,4.33,2229,4075,6304
486,2012/4/30,2012,2,4,1,0,1,2,19.03,22.88,57,6.35,665,4907,5572
487,2012/5/1,2012,2,5,2,0,1,2,25.15,28.85,65.96,5.78,653,5087,5740
488,2012/5/2,2012,2,5,3,0,1,1,23.13,26.89,79.71,5.11,667,5502,6169
489,2012/5/3,2012,2,5,4,0,1,2,22.96,26.86,76.83,4.95,764,5657,6421
490,2012/5/4,2012,2,5,5,0,1,1,25.73,29.55,73.54,6.03,1069,5227,6296
491,2012/5/5,2012,2,5,6,0,0,2,25.49,29.23,75.67,5.66,2496,4387,6883
492,2012/5/6,2012,2,5,0,0,0,2,23.06,27.34,74,5.55,2135,4224,6359
493,2012/5/7,2012,2,5,1,0,1,2,22.04,26.36,66.42,8.54,1008,5265,6273
494,2012/5/8,2012,2,5,2,0,1,2,23.85,27.87,68.58,10.95,738,4990,5728
495,2012/5/9,2012,2,5,3,0,1,2,23.58,27.65,74.42,8.01,620,4097,4717
496,2012/5/10,2012,2,5,4,0,1,1,20.74,24.59,55.21,11.62,1026,5546,6572
497,2012/5/11,2012,2,5,5,0,1,1,21.87,26.04,36.04,8.77,1319,5711,7030
498,2012/5/12,2012,2,5,6,0,0,1,23.13,27.24,48.04,4.56,2622,4807,7429
499,2012/5/13,2012,2,5,0,0,0,1,25.11,29.26,57.63,8.33,2172,3946,6118
500,2012/5/14,2012,2,5,1,0,1,2,23.51,27.5,78.96,7.87,342,2501,2843
501,2012/5/15,2012,2,5,2,0,1,2,25.08,28.82,79.46,5.45,625,4490,5115
502,2012/5/16,2012,2,5,3,0,1,1,26.1,29.8,69.79,4.53,991,6433,7424
503,2012/5/17,2012,2,5,4,0,1,1,24.33,28.63,52,8.49,1242,6142,7384
504,2012/5/18,2012,2,5,5,0,1,1,23.13,27.56,52.33,5.06,1521,6118,7639
505,2012/5/19,2012,2,5,6,0,0,1,24.6,28.35,45.63,3.11,3410,4884,8294
506,2012/5/20,2012,2,5,0,0,0,1,25.45,29.2,53.04,9.41,2704,4425,7129
507,2012/5/21,2012,2,5,1,0,1,2,24.53,28.28,81.13,8.63,630,3729,4359
508,2012/5/22,2012,2,5,2,0,1,2,25.22,29.04,76.58,4.37,819,5254,6073
509,2012/5/23,2012,2,5,3,0,1,2,25.49,29.23,77.46,3.77,766,4494,5260
510,2012/5/24,2012,2,5,4,0,1,1,26.86,30.34,71.67,6.4,1059,5711,6770
511,2012/5/25,2012,2,5,5,0,1,1,27.88,31.38,74.71,5.2,1417,5317,6734
512,2012/5/26,2012,2,5,6,0,0,1,28.39,32.13,73.25,7.36,2855,3681,6536
513,2012/5/27,2012,2,5,0,0,0,1,28.29,32.07,69.71,7.96,3283,3308,6591
514,2012/5/28,2012,2,5,1,1,0,1,29.21,33.97,67.63,7.27,2557,3486,6043
515,2012/5/29,2012,2,5,2,0,1,1,29.62,33.65,68.46,10.93,880,4863,5743
516,2012/5/30,2012,2,5,3,0,1,2,26.92,30.56,67,4.97,745,6110,6855
517,2012/5/31,2012,2,5,4,0,1,1,27.88,31.57,49.29,7.23,1100,6238,7338
518,2012/6/1,2012,2,6,5,0,1,2,26.82,30.4,75.54,8.79,533,3594,4127
519,2012/6/2,2012,2,6,6,0,0,1,23.92,28.31,54.92,6.9,2795,5325,8120
520,2012/6/3,2012,2,6,0,0,0,1,24.7,28.76,49.33,6.81,2494,5147,7641
521,2012/6/4,2012,2,6,1,0,1,1,24.5,28.91,48.71,10.54,1071,5927,6998
522,2012/6/5,2012,2,6,2,0,1,2,22.17,26.29,61.33,7.75,968,6033,7001
523,2012/6/6,2012,2,6,3,0,1,1,22.72,27.11,61.13,2.85,1027,6028,7055
524,2012/6/7,2012,2,6,4,0,1,1,24.7,28.47,56.71,5.82,1038,6456,7494
525,2012/6/8,2012,2,6,5,0,1,1,26.62,29.89,46.79,6.49,1488,6248,7736
526,2012/6/9,2012,2,6,6,0,0,1,29.14,32.42,43.71,5.34,2708,4790,7498
527,2012/6/10,2012,2,6,0,0,0,1,29.79,33.18,53.83,4.95,2224,4374,6598
528,2012/6/11,2012,2,6,1,0,1,2,29.55,32.99,58.79,7.69,1017,5647,6664
529,2012/6/12,2012,2,6,2,0,1,2,26.79,29.89,83.33,7.94,477,4495,4972
530,2012/6/13,2012,2,6,3,0,1,1,26.89,30.56,58.21,12.7,1173,6248,7421
531,2012/6/14,2012,2,6,4,0,1,1,26.58,31.22,56.96,9.39,1180,6183,7363
532,2012/6/15,2012,2,6,5,0,1,1,26.21,29.99,58.96,6.53,1563,6102,7665
533,2012/6/16,2012,2,6,6,0,0,1,25.9,29.74,50.42,6.17,2963,4739,7702
534,2012/6/17,2012,2,6,0,0,0,1,24.29,28.6,59.88,5.36,2634,4344,6978
535,2012/6/18,2012,2,6,1,0,1,2,23.3,27.24,77.79,6.47,653,4446,5099
536,2012/6/19,2012,2,6,2,0,1,1,28.22,32.73,69,5.48,968,5857,6825
537,2012/6/20,2012,2,6,3,0,1,1,32.08,36.05,59.21,4.21,872,5339,6211
538,2012/6/21,2012,3,6,4,0,1,1,33.04,37.63,56.79,4.4,778,5127,5905
539,2012/6/22,2012,3,6,5,0,1,1,31.88,36.21,57.38,6.77,964,4859,5823
540,2012/6/23,2012,3,6,6,0,0,1,30,32.64,53.46,6.65,2657,4801,7458
541,2012/6/24,2012,3,6,0,0,0,1,30.48,33.71,47.92,5.38,2551,4340,6891
542,2012/6/25,2012,3,6,1,0,1,1,29.35,32.7,50.42,11.11,1139,5640,6779
543,2012/6/26,2012,3,6,2,0,1,1,25.86,29.74,37.33,12.86,1077,6365,7442
544,2012/6/27,2012,3,6,3,0,1,1,28.6,32.04,36,10.06,1077,6258,7335
545,2012/6/28,2012,3,6,4,0,1,1,30.72,33.78,42.25,6.35,921,5958,6879
546,2012/6/29,2012,3,6,5,0,1,1,34.2,39.33,48.88,6.12,829,4634,5463
547,2012/6/30,2012,3,6,6,0,0,1,31.37,34.38,60.13,5.96,1455,4232,5687
548,2012/7/1,2012,3,7,0,0,0,1,33.45,37.53,51.88,6.24,1421,4110,5531
549,2012/7/2,2012,3,7,1,0,1,1,32.05,35.1,44.71,7.22,904,5323,6227
550,2012/7/3,2012,3,7,2,0,1,1,32.01,35.13,49.21,4.67,1052,5608,6660
551,2012/7/4,2012,3,7,3,1,0,1,32.36,36.62,53.88,4.99,2562,4841,7403
552,2012/7/5,2012,3,7,4,0,1,1,33.93,38.07,45.79,7.18,1405,4836,6241
553,2012/7/6,2012,3,7,5,0,1,1,33.96,37.63,45.08,5.41,1366,4841,6207
554,2012/7/7,2012,3,7,6,0,0,1,35.33,40.25,49.21,6.05,1448,3392,4840
555,2012/7/8,2012,3,7,0,0,0,1,33.72,39.52,57.38,4.65,1203,3469,4672
556,2012/7/9,2012,3,7,1,0,1,2,29.14,32.7,68.33,6.7,998,5571,6569
557,2012/7/10,2012,3,7,2,0,1,2,29.55,33.24,66.75,5.61,954,5336,6290
558,2012/7/11,2012,3,7,3,0,1,1,29.38,32.51,63.33,5.61,975,6289,7264
559,2012/7/12,2012,3,7,4,0,1,1,29.35,32.73,52.96,5.43,1032,6414,7446
560,2012/7/13,2012,3,7,5,0,1,2,30,33.4,48.58,2.99,1511,5988,7499
561,2012/7/14,2012,3,7,6,0,0,2,28.84,33.3,69.92,5.32,2355,4614,6969
562,2012/7/15,2012,3,7,0,0,0,1,30.58,35.26,71.79,6.17,1920,4111,6031
563,2012/7/16,2012,3,7,1,0,1,1,31.3,36.21,64.5,6.07,1088,5742,6830
564,2012/7/17,2012,3,7,2,0,1,1,33.55,37.78,50.58,4.23,921,5865,6786
565,2012/7/18,2012,3,7,3,0,1,1,32.53,37.28,57.71,5.09,799,4914,5713
566,2012/7/19,2012,3,7,4,0,1,1,31.57,35.73,60.04,6.12,888,5703,6591
567,2012/7/20,2012,3,7,5,0,1,2,27.3,30.65,84.42,7.73,747,5123,5870
568,2012/7/21,2012,3,7,6,0,0,3,24.43,27.5,86.54,7.89,1264,3195,4459
569,2012/7/22,2012,3,7,0,0,0,2,27.37,31.16,76.25,3.48,2544,4866,7410
570,2012/7/23,2012,3,7,1,0,1,1,30.41,34.5,69.42,5.13,1135,5831,6966
571,2012/7/24,2012,3,7,2,0,1,1,30.78,35.32,65.5,7.82,1140,6452,7592
572,2012/7/25,2012,3,7,3,0,1,1,29.69,32.7,45,6.1,1383,6790,8173
573,2012/7/26,2012,3,7,4,0,1,1,31.84,36.96,59.67,10.54,1036,5825,6861
574,2012/7/27,2012,3,7,5,0,1,1,32.05,36.71,59.46,5.66,1259,5645,6904
575,2012/7/28,2012,3,7,6,0,0,1,30.99,34.88,61.33,5.82,2234,4451,6685
576,2012/7/29,2012,3,7,0,0,0,1,29.59,33.4,62.38,6.3,2153,4444,6597
577,2012/7/30,2012,3,7,1,0,1,1,29.96,34.25,66.88,5.68,1040,6065,7105
578,2012/7/31,2012,3,7,2,0,1,1,29.25,33.14,70.42,6.12,968,6248,7216
579,2012/8/1,2012,3,8,3,0,1,1,29.42,33.37,67.75,5.22,1074,6506,7580
